Classifier,Featurelist,CV_Score,PublicAMS,PrivateAMS,time_train,time_pred,Settings,None,None,None,None,None,None,None,None,None,None,None,None
xgboost,header_all,1.15222536667,1.29014244814035,1.32764739766008,1.59809112548828,1.58813381195068,threshold=0.14,steps_=7,depth_=3,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.94941543333,2.43018398010736,2.43804296266545,1.97811508178710,1.66813802719116,threshold=0.14,steps_=7,depth_=4,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.58066206667,1.87714310865851,1.87605720312544,1.82010293006896,1.66609597206115,threshold=0.14,steps_=7,depth_=4,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.13937513333,2.64202464545545,2.72250972847335,2.19812583923339,1.71913909912109,threshold=0.14,steps_=7,depth_=5,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.87649333333,2.23365708155046,2.23642590223720,2.20812606811523,1.68109798431396,threshold=0.14,steps_=7,depth_=5,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.9675963,1.32668639548828,1.35475194272522,1.16004490852355,1.48110413551330,threshold=0.14,steps_=8,depth_=1,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.757277066667,0.89863250510733,0.89665427474940,1.17006492614746,1.42808294296264,threshold=0.14,steps_=8,depth_=1,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.4896725,2.07455204346712,2.06571591503513,1.47802305221557,1.56413292884826,threshold=0.14,steps_=8,depth_=2,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,1.13723387295216,1.17128717997104,1.42808198928833,1.48312807083129,threshold=0.14,steps_=8,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.64637126667,2.22006161066965,2.20952484322004,1.71212100982666,1.64207410812377,threshold=0.14,steps_=8,depth_=3,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.15222536667,1.35045599088093,1.39029404722954,1.68410181999206,1.51404404640197,threshold=0.14,steps_=8,depth_=3,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.94941543333,2.51803457607150,2.55176061340921,2.09312081336975,1.70810008049011,threshold=0.14,steps_=8,depth_=4,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.58066206667,1.89126241521298,1.89780010845773,1.97611403465271,1.57709193229675,threshold=0.14,steps_=8,depth_=4,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.13937513333,2.70157139049338,2.77766912513947,2.37406802177429,1.77607607841491,threshold=0.14,steps_=8,depth_=5,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.87649333333,2.25286068222613,2.25535642481753,2.34313488006591,1.63613414764404,threshold=0.14,steps_=8,depth_=5,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.9675963,1.32668639548828,1.35475194272522,1.22107100486755,1.50213098526000,threshold=0.14,steps_=9,depth_=1,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.757277066667,0.89863250510733,0.89665427474940,1.22402691841125,1.45408511161804,threshold=0.14,steps_=9,depth_=1,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.4896725,2.18480925291066,2.17176385273365,1.58308911323547,1.60313606262207,threshold=0.14,steps_=9,depth_=2,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,1.13723387295216,1.17128717997104,1.58409190177917,1.56713199615478,threshold=0.14,steps_=9,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.64637126667,2.38085112852560,2.37767486465897,1.93711209297180,1.73710107803344,threshold=0.14,steps_=9,depth_=3,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.15222536667,1.35045599088093,1.39029404722954,1.84806299209594,1.57409000396728,threshold=0.14,steps_=9,depth_=3,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.94941543333,2.51803457607150,2.55176061340921,2.28213214874267,1.70609807968139,threshold=0.14,steps_=9,depth_=4,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.58066206667,1.89126241521298,1.89780010845773,2.20612716674804,1.59213280677795,threshold=0.14,steps_=9,depth_=4,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.13937513333,2.71977835567020,2.79096014335088,2.75715994834899,1.81314492225646,threshold=0.14,steps_=9,depth_=5,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.87649333333,2.25286068222613,2.25535642481753,2.66115403175354,1.70514106750488,threshold=0.14,steps_=9,depth_=5,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.9675963,1.32847283348601,1.35557977221913,1.33507299423217,1.52809000015258,threshold=0.14,steps_=10,depth_=1,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.757277066667,0.89863250510733,0.89665427474940,1.26307296752929,1.34707903861999,threshold=0.14,steps_=10,depth_=1,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.4896725,2.18409782696946,2.17246561534399,1.66509580612182,1.66513705253601,threshold=0.14,steps_=10,depth_=2,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,1.13723387295216,1.17128717997104,1.60109305381774,1.45412611961364,threshold=0.14,steps_=10,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.64637126667,2.48406694742113,2.51632800680585,2.30108809471130,1.64713692665100,threshold=0.14,steps_=10,depth_=3,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.15222536667,1.35045599088093,1.39029404722954,1.97111392021179,1.53609013557434,threshold=0.14,steps_=10,depth_=3,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.94941543333,2.68734954534584,2.76095515910785,2.40413999557495,1.75014185905456,threshold=0.14,steps_=10,depth_=4,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.58066206667,1.90411113477677,1.90642034646151,2.37607789039611,1.59713196754455,threshold=0.14,steps_=10,depth_=4,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.13937513333,2.71213271496028,2.80867828739280,2.85916495323181,1.81214785575866,threshold=0.14,steps_=10,depth_=5,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.87649333333,2.29176406557423,2.29550679766108,2.81014609336853,1.65006899833679,threshold=0.14,steps_=10,depth_=5,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.9675963,1.32847283348601,1.35557977221913,1.37407803535461,1.49708700180053,threshold=0.14,steps_=11,depth_=1,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.757277066667,0.89863250510733,0.89665427474940,1.37807893753051,1.380126953125,threshold=0.14,steps_=11,depth_=1,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.4896725,2.27343779137163,2.26176039356465,1.77510190010070,1.60709214210510,threshold=0.14,steps_=11,depth_=2,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,1.19249560215038,1.22468453791593,1.72509789466857,1.47912621498107,threshold=0.14,steps_=11,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.64637126667,2.48406694742113,2.51632800680585,2.22408604621887,1.68114089965820,threshold=0.14,steps_=11,depth_=3,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.15222536667,1.37753852810616,1.41275488010609,2.14712214469909,1.52608799934387,threshold=0.14,steps_=11,depth_=3,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.94941543333,2.67971570532521,2.74871622410468,2.68710184097290,1.80214500427246,threshold=0.14,steps_=11,depth_=4,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.58066206667,1.99254779312584,1.99271153387799,2.61115002632141,1.67213702201843,threshold=0.14,steps_=11,depth_=4,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.13937513333,2.71213271496028,2.80867828739280,3.26718807220459,1.80310487747192,threshold=0.14,steps_=11,depth_=5,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.87649333333,2.29176406557423,2.29550679766108,3.27818822860717,1.69813895225524,threshold=0.14,steps_=11,depth_=5,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.9675963,1.77024698849074,1.78387579489338,1.45910906791687,1.53106498718261,threshold=0.14,steps_=12,depth_=1,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.757277066667,0.89863250510733,0.89665427474940,1.41003894805908,1.35211992263793,threshold=0.14,steps_=12,depth_=1,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.4896725,2.39709635927568,2.38602864437894,1.93713402748107,1.71613192558288,threshold=0.14,steps_=12,depth_=2,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,1.19249560215038,1.22468453791593,1.90311002731323,1.55913305282592,threshold=0.14,steps_=12,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.64637126667,2.54729565861647,2.58876282094409,2.63315200805664,1.86315202713012,threshold=0.14,steps_=12,depth_=3,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.15222536667,1.37753852810616,1.41275488010609,2.40813994407653,1.60212397575378,threshold=0.14,steps_=12,depth_=3,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.94941543333,2.72688309756599,2.81707408390736,2.93311190605163,1.72414112091064,threshold=0.14,steps_=12,depth_=4,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.58066206667,1.99254779312584,1.99271153387799,2.78516197204589,1.60514998435974,threshold=0.14,steps_=12,depth_=4,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.13937513333,2.71024040405726,2.80446069061834,3.36021399497985,1.78210711479187,threshold=0.14,steps_=12,depth_=5,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.87649333333,2.29176406557423,2.29550679766108,3.30319118499755,1.69014501571655,threshold=0.14,steps_=12,depth_=5,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.9675963,1.77024698849074,1.78387579489338,1.58609104156494,1.56409192085266,threshold=0.14,steps_=13,depth_=1,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.757277066667,0.89863250510733,0.89665427474940,1.51708912849426,1.39912080764770,threshold=0.14,steps_=13,depth_=1,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.4896725,2.40253914713598,2.40775518633367,2.10212182998657,1.66015315055847,threshold=0.14,steps_=13,depth_=2,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,1.19249560215038,1.22468453791593,2.01611518859863,1.55111789703369,threshold=0.14,steps_=13,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.64637126667,2.62996547302926,2.67935087295719,2.51614499092102,1.67613983154296,threshold=0.14,steps_=13,depth_=3,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.15222536667,1.39080583150006,1.42589172033895,2.40809583663940,1.53113102912902,threshold=0.14,steps_=13,depth_=3,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.94941543333,2.72688309756599,2.81707408390736,3.09318089485168,1.77417397499084,threshold=0.14,steps_=13,depth_=4,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.58066206667,2.07273495508655,2.08308084253095,2.99317193031311,1.57515001296997,threshold=0.14,steps_=13,depth_=4,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.13937513333,2.77155041562044,2.83728344387734,3.63320994377136,1.79114699363708,threshold=0.14,steps_=13,depth_=5,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.87649333333,2.29176406557423,2.29550679766108,3.44919800758361,1.63709521293640,threshold=0.14,steps_=13,depth_=5,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.9675963,1.80902556723631,1.82109601244858,1.61604714393615,1.54012894630432,threshold=0.14,steps_=14,depth_=1,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.757277066667,0.89863250510733,0.89665427474940,1.55709004402160,1.33007788658142,threshold=0.14,steps_=14,depth_=1,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.4896725,2.40253914713598,2.40775518633367,2.06711912155151,1.58909296989440,threshold=0.14,steps_=14,depth_=2,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,1.37644722657020,1.41163774943688,2.02307605743408,1.56613183021545,threshold=0.14,steps_=14,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.64637126667,2.67455518847767,2.72772628675299,2.81416296958923,1.87014889717102,threshold=0.14,steps_=14,depth_=3,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.15222536667,1.39057458403257,1.42623537108466,2.76315999031066,1.53812813758850,threshold=0.14,steps_=14,depth_=3,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.94941543333,2.72688309756599,2.81707408390736,3.12016391754150,1.73307490348815,threshold=0.14,steps_=14,depth_=4,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.58066206667,2.07572531005016,2.08602633223345,3.08117794990539,1.58613300323486,threshold=0.14,steps_=14,depth_=4,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.13937513333,2.75853157146636,2.83088901462616,3.70121288299560,1.83812999725341,threshold=0.14,steps_=14,depth_=5,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.87649333333,2.29176406557423,2.29550679766108,3.75517320632934,1.74214386940002,threshold=0.14,steps_=14,depth_=5,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.9675963,1.86579048583158,1.88702959001179,1.77003693580627,1.58713293075561,threshold=0.14,steps_=15,depth_=1,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.757277066667,0.93436449510881,0.93654258531963,1.64705109596252,1.34311890602111,threshold=0.14,steps_=15,depth_=1,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.4896725,2.49771530505050,2.48938055614780,2.28606700897216,1.61413288116455,threshold=0.14,steps_=15,depth_=2,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,1.37644722657020,1.41163774943688,2.19312596321105,1.53214502334594,threshold=0.14,steps_=15,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.64637126667,2.78295209000772,2.79909227522297,2.76812100410461,1.67213511466979,threshold=0.14,steps_=15,depth_=3,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.15222536667,1.39089479340800,1.42631142797694,2.64619302749633,1.50508713722229,threshold=0.14,steps_=15,depth_=3,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.94941543333,2.74419072059157,2.83009821753392,3.37115097045898,1.74914503097534,threshold=0.14,steps_=15,depth_=4,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.58066206667,2.07572531005016,2.08602633223345,3.29917597770690,1.60710597038269,threshold=0.14,steps_=15,depth_=4,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.13937513333,2.81775747765075,2.86748057080189,3.98426818847656,1.79908180236816,threshold=0.14,steps_=15,depth_=5,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.87649333333,2.35375240108191,2.35527765876981,3.94122815132141,1.65113687515258,threshold=0.14,steps_=15,depth_=5,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.9675963,1.87796188368041,1.89517816344125,1.89011120796203,1.59513497352600,threshold=0.14,steps_=16,depth_=1,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,0.757277066667,0.93436449510881,0.93654258531963,1.79610204696655,1.40212297439575,threshold=0.14,steps_=16,depth_=1,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.4896725,2.49963277032416,2.50888470830534,2.41813898086547,1.72010684013366,threshold=0.14,steps_=16,depth_=2,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,1.40458086406655,1.43749294704071,2.36013507843017,1.58213305473327,threshold=0.14,steps_=16,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
